3#__tn,3$__tt,5$__idx,1$__cid
tt__Fluxion,cid__artist,1.0,1
idx__1201,tt__Vibrant Forms,1,1.0
tt__Vibrant Forms,cid__album,1.0,1
idx__1201,tt__1999,1,1.0
tt__1999,cid__year,1.0,1
idx__1201,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1202,tt__When God Made Me,1,1.0
tt__When God Made Me,cid__title,1.0,1
idx__1202,tt__276000,1,1.0
tt__276000,cid__length,1.0,1
idx__1202,tt__Neil Young & The Fisk Jubilee Singers,1,1.0
tt__Neil Young & The Fisk Jubilee Singers,cid__artist,1.0,1
idx__1202,tt__2005-11-04: Late Night with Conan O'Brien  New York City  NY  USA,1,1.0
tt__2005-11-04: Late Night with Conan O'Brien  New York City  NY  USA,cid__album,1.0,1
idx__1202,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1203,tt__Neil Young & The Fisk Jubilee Singers - When God Made Me,1,1.0
tt__Neil Young & The Fisk Jubilee Singers - When God Made Me,cid__title,1.0,1
idx__1203,tt__276,1,1.0
tt__276,cid__length,1.0,1
idx__1203,tt__2005-11-04: Late Night with Conan O'Brien  New York City  NY  USA,1,1.0
tt__2005-11-04: Late Night with Conan O'Brien  New York City  NY  USA,cid__album,1.0,1
idx__1203,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1204,tt__When God Mde Me (2005-11-04: Late Night with Conan O'Brien  New York City  NY  USA),1,1.0
tt__When God Mde Me (2005-11-04: Late Night with Conan O'Brien  New York City  NY  USA),cid__title,1.0,1
idx__1204,tt__04:36,1,1.0
tt__04:36,cid__length,1.0,1
idx__1204,tt__Neil Young & The Fisk Jubilee Singers,1,1.0
tt__Neil Young & The Fisk Jubilee Singers,cid__artist,1.0,1
idx__1204,tt__2005-11-04: Late Night with Conan O'Brien  New York City  NY  USA,1,1.0
tt__2005-11-04: Late Night with Conan O'Brien  New York City  NY  USA,cid__album,1.0,1
idx__1205,tt__Neo-Futurists - Truth in Advertising,1,1.0
tt__Neo-Futurists - Truth in Advertising,cid__title,1.0,1
idx__1205,tt__105,1,1.0
tt__105,cid__length,1.0,1
idx__1205,tt__Too Much Light Makes the Baby Go Blind,1,1.0
tt__Too Much Light Makes the Baby Go Blind,cid__album,1.0,1
idx__1206,tt__006-Transitional Bird (Clever Girl),1,1.0
tt__006-Transitional Bird (Clever Girl),cid__title,1.0,1
idx__1206,tt__4m 26sec,1,1.0
tt__4m 26sec,cid__length,1.0,1
idx__1206,tt__Candy Claws,1,1.0
tt__Candy Claws,cid__artist,1.0,1
idx__1206,tt__Ceres & Calypso in the Deep Time (unknown),1,1.0
tt__Ceres & Calypso in the Deep Time (unknown),cid__album,1.0,1
idx__1206,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__1207,tt__Transitional Bird (Clever Girl) (Ceres & Calypso inj the Deep Time),1,1.0
tt__Transitional Bird (Clever Girl) (Ceres & Calypso inj the Deep Time),cid__title,1.0,1
idx__1207,tt__04:26,1,1.0
tt__04:26,cid__length,1.0,1
idx__1207,tt__Candy Claws,1,1.0
tt__Candy Claws,cid__artist,1.0,1
idx__1207,tt__Ceres & Calypso in the Deep Time,1,1.0
tt__Ceres & Calypso in the Deep Time,cid__album,1.0,1
idx__1208,tt__Transitional Bird (Clever Girl),1,1.0
tt__Transitional Bird (Clever Girl),cid__title,1.0,1
idx__1208,tt__266000,1,1.0
tt__266000,cid__length,1.0,1
idx__1208,tt__Cand yClaws,1,1.0
tt__Cand yClaws,cid__artist,1.0,1
idx__1208,tt__Ceres & Calypso in the Deep Time,1,1.0
tt__Ceres & Calypso in the Deep Time,cid__album,1.0,1
idx__1208,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1209,tt__Fernando Sro - Etude in A major  Op. 6 No. 6,1,1.0
tt__Fernando Sro - Etude in A major  Op. 6 No. 6,cid__title,1.0,1
idx__1209,tt__158,1,1.0
tt__158,cid__length,1.0,1
idx__1209,tt__19th Century Guitar Favourites,1,1.0
tt__19th Century Guitar Favourites,cid__album,1.0,1
idx__1209,tt__94,1,1.0
tt__94,cid__year,1.0,1
idx__1209,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1210,tt__Kapitel 19 (Das verlorene Symbol (feat. narrator: Wolfgang Pampel)),1,1.0
tt__Kapitel 19 (Das verlorene Symbol (feat. narrator: Wolfgang Pampel)),cid__title,1.0,1
idx__1210,tt__03:27,1,1.0
tt__03:27,cid__length,1.0,1
idx__1210,tt__Dan Brown,1,1.0
tt__Dan Brown,cid__artist,1.0,1
idx__1210,tt__Das verlorene Symbol (feat. narrator: Wolfgang Pampel),1,1.0
tt__Das verlorene Symbol (feat. narrator: Wolfgang Pampel),cid__album,1.0,1
idx__1210,tt__2009,1,1.0
tt__2009,cid__year,1.0,1
idx__1211,tt__Damien Rice - Eskimo,1,1.0
tt__Damien Rice - Eskimo,cid__title,1.0,1
idx__1211,tt__BBC Four Sessions,1,1.0
tt__BBC Four Sessions,cid__album,1.0,1
idx__1211,tt__8,1,1.0
tt__8,cid__year,1.0,1
idx__1211,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1212,tt__013-Any Other Way,1,1.0
tt__013-Any Other Way,cid__title,1.0,1
idx__1212,tt__4m 4sec,1,1.0
tt__4m 4sec,cid__length,1.0,1
idx__1212,tt__The Smithereens,1,1.0
tt__The Smithereens,cid__artist,1.0,1
idx__1212,tt__Live in Concert - Greatest Hits and More! (2008),1,1.0
tt__Live in Concert - Greatest Hits and More! (2008),cid__album,1.0,1
idx__1212,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__1213,tt__Any Other Way,1,1.0
tt__Any Other Way,cid__title,1.0,1
idx__1213,tt__244000,1,1.0
tt__244000,cid__length,1.0,1
idx__1213,tt__The Smithereens,1,1.0
tt__The Smithereens,cid__artist,1.0,1
idx__1213,tt__Live in Concert - Greatest Hits and More!,1,1.0
tt__Live in Concert - Greatest Hits and More!,cid__album,1.0,1
idx__1213,tt__2008,1,1.0
tt__2008,cid__year,1.0,1
idx__1213,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1214,tt__Any Other Way (Live in Concert - Greatest Hits and More!),1,1.0
tt__Any Other Way (Live in Concert - Greatest Hits and More!),cid__title,1.0,1
idx__1214,tt__04:04,1,1.0
tt__04:04,cid__length,1.0,1
idx__1214,tt__Smithereens,1,1.0
tt__Smithereens,cid__artist,1.0,1
idx__1214,tt__Live in Concert - Greatest Hits and More!,1,1.0
tt__Live in Concert - Greatest Hits and More!,cid__album,1.0,1
idx__1214,tt__2008,1,1.0
tt__2008,cid__year,1.0,1
idx__1215,tt__003-Public Enemy #1,1,1.0
tt__003-Public Enemy #1,cid__title,1.0,1
idx__1215,tt__4m 21sec,1,1.0
tt__4m 21sec,cid__length,1.0,1
idx__1215,tt__Motley Crue,1,1.0
tt__Motley Crue,cid__artist,1.0,1
idx__1215,tt__Too Fast for Love (2008),1,1.0
tt__Too Fast for Love (2008),cid__album,1.0,1
idx__1215,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__1216,tt__Béla Bartók - Violin Concerto No. 2: I. Allegron on troppo,1,1.0
tt__Béla Bartók - Violin Concerto No. 2: I. Allegron on troppo,cid__title,1.0,1
idx__1216,tt__930,1,1.0
tt__930,cid__length,1.0,1
idx__1216,tt__Violin Concerto No.2 / Second Suite (Minneapolis Symphony Orchestra feat. violin: Yehudi Menuhin  conductor: Antal Doráti),1,1.0
tt__Violin Concerto No.2 / Second Suite (Minneapolis Symphony Orchestra feat. violin: Yehudi Menuhin  conductor: Antal Doráti),cid__album,1.0,1
idx__1216,tt__95,1,1.0
tt__95,cid__year,1.0,1
idx__1216,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1217,tt__001-Violin Concerto No. 2: I. Allegro non troppo,1,1.0
tt__001-Violin Concerto No. 2: I. Allegro non troppo,cid__title,1.0,1
idx__1217,tt__15m 30sec,1,1.0
tt__15m 30sec,cid__length,1.0,1
idx__1217,tt__BelaBartok,1,1.0
tt__BelaBartok,cid__artist,1.0,1
idx__1217,tt__Violin Concerto No.2 / Second Suite (Minneapolis Symphony Orchestra feat. violin: Yehudi Menuhin  conductor: Antal Dorati) (1995),1,1.0
tt__Violin Concerto No.2 / Second Suite (Minneapolis Symphony Orchestra feat. violin: Yehudi Menuhin  conductor: Antal Dorati) (1995),cid__album,1.0,1
idx__1217,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__1218,tt__Violin Concerto No. 2: I. Allegro non troppo - Violin Concerto No.2 / Second Suite (Minneapolis Symphony Orchestra feat. violin: Yehudi Menuhin  conductor: Antal Doráti),1,1.0
tt__Violin Concerto No. 2: I. Allegro non troppo - Violin Concerto No.2 / Second Suite (Minneapolis Symphony Orchestra feat. violin: Yehudi Menuhin  conductor: Antal Doráti),cid__title,1.0,1
idx__1218,tt__15,1,1
tt__15,cid__length,1,1
idx__1218,tt__BélaBartók,1,1.0
tt__BélaBartók,cid__artist,1.0,1
idx__1218,tt__'95,1,1.0
tt__'95,cid__year,1.0,1
idx__1218,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1219,tt__Sanidade,1,1.0
tt__Sanidade,cid__title,1.0,1
idx__1219,tt__320800,1,1.0
tt__320800,cid__length,1.0,1
idx__1219,tt__DJ Dolores apresentando Isaar,1,1.0
tt__DJ Dolores apresentando Isaar,cid__artist,1.0,1
idx__1219,tt__Aparelhagem,1,1.0
tt__Aparelhagem,cid__album,1.0,1
idx__1219,tt__1995,1,1.0
tt__1995,cid__year,1.0,1
idx__1219,tt__Portuguese,1,1.0
tt__Portuguese,cid__language,1.0,1
idx__1220,tt__Cold Hearts,1,1.0
tt__Cold Hearts,cid__title,1.0,1
idx__1220,tt__174160,1,1.0
tt__174160,cid__length,1.0,1
idx__1220,tt__Club,1,1.0
tt__Club,cid__artist,1.0,1
idx__1220,tt__Strangely Beautiful,1,1.0
tt__Strangely Beautiful,cid__album,1.0,1
idx__1220,tt__2003,1,1.0
tt__2003,cid__year,1.0,1
idx__1220,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1221,tt__Cold Hearts (Strangely Beautiful),1,1.0
tt__Cold Hearts (Strangely Beautiful),cid__title,1.0,1
idx__1221,tt__02:54,1,1.0
tt__02:54,cid__length,1.0,1
idx__1221,tt__Club 8,1,1.0
tt__Club 8,cid__artist,1.0,1
idx__1221,tt__Strangely Beautiful,1,1.0
tt__Strangely Beautiful,cid__album,1.0,1
idx__1221,tt__2003,1,1.0
tt__2003,cid__year,1.0,1
idx__1222,tt__Club 8 - Cold Hearts,1,1.0
tt__Club 8 - Cold Hearts,cid__title,1.0,1
idx__1222,tt__174,1,1.0
tt__174,cid__length,1.0,1
idx__1222,tt__Strangely Beautiful,1,1.0
tt__Strangely Beautiful,cid__album,1.0,1
idx__1222,tt__3,1,1.0
tt__3,cid__year,1.0,1
idx__1222,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1223,tt__[nuknown] - Dramatic Intros: Pensive: Hour Glass,1,1.0
tt__[nuknown] - Dramatic Intros: Pensive: Hour Glass,cid__title,1.0,1
idx__1223,tt__Trailer Intros  Volume 1,1,1.0
tt__Trailer Intros  Volume 1,cid__album,1.0,1
idx__1223,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1224,tt__005-Pisma o ribaru Marinu  Mari i moru,1,1.0
tt__005-Pisma o ribaru Marinu  Mari i moru,cid__title,1.0,1
idx__1224,tt__2m 14sec,1,1.0
tt__2m 14sec,cid__length,1.0,1
idx__1224,tt__KUD Idijoti,1,1.0
tt__KUD Idijoti,cid__artist,1.0,1
idx__1224,tt__Glupost je neunistiva (1992),1,1.0
tt__Glupost je neunistiva (1992),cid__album,1.0,1
idx__1224,tt__Cro.,1,1.0
tt__Cro.,cid__language,1.0,1
idx__1225,tt__Pisma o ribaru Marinu  Mari i moru,1,1.0
tt__Pisma o ribaru Marinu  Mari i moru,cid__title,1.0,1
idx__1225,tt__134466,1,1.0
tt__134466,cid__length,1.0,1
idx__1225,tt__KUD Idijoti,1,1.0
tt__KUD Idijoti,cid__artist,1.0,1
idx__1225,tt__Glupost je neuništiva,1,1.0
tt__Glupost je neuništiva,cid__album,1.0,1
idx__1225,tt__1992,1,1.0
tt__1992,cid__year,1.0,1
idx__1225,tt__Croatian,1,1.0
tt__Croatian,cid__language,1.0,1
idx__1226,tt__Pisma o ribaru Marinu  Mari i moru (Glupost je neuništiva),1,1.0
tt__Pisma o ribaru Marinu  Mari i moru (Glupost je neuništiva),cid__title,1.0,1
idx__1226,tt__02:14,1,1.0
tt__02:14,cid__length,1.0,1
idx__1226,tt__ KUD Idijoti,1,1.0
tt__ KUD Idijoti,cid__artist,1.0,1
idx__1226,tt__Glupost je neuništiva,1,1.0
tt__Glupost je neuništiva,cid__album,1.0,1
idx__1226,tt__1992,1,1.0
tt__1992,cid__year,1.0,1
idx__1227,tt__שּׂ (XIII voltum lunae),1,1.0
tt__שּׂ (XIII voltum lunae),cid__title,1.0,1
idx__1227,tt__01:15,1,1.0
tt__01:15,cid__length,1.0,1
idx__1227,tt__Asgaard,1,1.0
tt__Asgaard,cid__artist,1.0,1
idx__1227,tt__XIII voltum lunae,1,1.0
tt__XIII voltum lunae,cid__album,1.0,1
idx__1227,tt__2002,1,1.0
tt__2002,cid__year,1.0,1
idx__1228,tt__David Weber - [untitled],1,1.0
tt__David Weber - [untitled],cid__title,1.0,1
idx__1228,tt__44,1,1.0
tt__44,cid__length,1.0,1
idx__1228,tt__On Basilisk Station,1,1.0
tt__On Basilisk Station,cid__album,1.0,1
idx__1228,tt__9,1,1.0
tt__9,cid__year,1.0,1
idx__1228,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1229,tt__My Mother Was a Friend of an Enemy of the People - The Best of Blurt  Volume 1: The Fish Needsa  Bike,1,1.0
tt__My Mother Was a Friend of an Enemy of the People - The Best of Blurt  Volume 1: The Fish Needsa  Bike,cid__title,1.0,1
idx__1229,tt__3,1,1.0
tt__3,cid__length,1.0,1
idx__1229,tt__Blurt,1,1.0
tt__Blurt,cid__artist,1.0,1
idx__1229,tt__'03,1,1.0
tt__'03,cid__year,1.0,1
idx__1229,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1230,tt__Spacey Jones,1,1.0
tt__Spacey Jones,cid__title,1.0,1
idx__1230,tt__2000 Dirty Squatters,1,1.0
tt__2000 Dirty Squatters,cid__artist,1.0,1
idx__1230,tt__Squat the Lot,1,1.0
tt__Squat the Lot,cid__album,1.0,1
idx__1230,tt__1989,1,1.0
tt__1989,cid__year,1.0,1
idx__1230,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1231,tt__Spacey Jones (Squat the Lot),1,1.0
tt__Spacey Jones (Squat the Lot),cid__title,1.0,1
idx__1231,tt__00:00,1,1.0
tt__00:00,cid__length,1.0,1
idx__1231,tt__2000 Dirty Squatters,1,1.0
tt__2000 Dirty Squatters,cid__artist,1.0,1
idx__1231,tt__Squat the Lot,1,1.0
tt__Squat the Lot,cid__album,1.0,1
idx__1231,tt__1989,1,1.0
tt__1989,cid__year,1.0,1
idx__1232,tt__Ruste Juxx Interview,1,1.0
tt__Ruste Juxx Interview,cid__title,1.0,1
idx__1232,tt__238000,1,1.0
tt__238000,cid__length,1.0,1
idx__1232,tt__Ruste Juxx,1,1.0
tt__Ruste Juxx,cid__artist,1.0,1
idx__1232,tt__Duck Down Hotline,1,1.0
tt__Duck Down Hotline,cid__album,1.0,1
idx__1232,tt__2008,1,1.0
tt__2008,cid__year,1.0,1
idx__1232,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1233,tt__Live at Lovefield Festival  Parts I-XI (Namlook XII),1,1.0
tt__Live at Lovefield Festival  Parts I-XI (Namlook XII),cid__title,1.0,1
idx__1233,tt__09:19,1,1.0
tt__09:19,cid__length,1.0,1
idx__1233,tt__Namlook,1,1.0
tt__Namlook,cid__artist,1.0,1
idx__1233,tt__Namlook XII,1,1.0
tt__Namlook XII,cid__album,1.0,1
idx__1233,tt__1997,1,1.0
tt__1997,cid__year,1.0,1
idx__1234,tt__Namlook - Live at Lovefield Festival  Parts I-XI,1,1.0
tt__Namlook - Live at Lovefield Festival  Parts I-XI,cid__title,1.0,1
idx__1234,tt__559,1,1.0
tt__559,cid__length,1.0,1
idx__1234,tt__Namlook XII,1,1.0
tt__Namlook XII,cid__album,1.0,1
idx__1234,tt__97,1,1.0
tt__97,cid__year,1.0,1
idx__1234,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1235,tt__Morgen!  op. 27 no. 4,1,1.0
tt__Morgen!  op. 27 no. 4,cid__title,1.0,1
idx__1235,tt__272026,1,1.0
tt__272026,cid__length,1.0,1
idx__1235,tt__Richard Strauss,1,1.0
tt__Richard Strauss,cid__artist,1.0,1
idx__1235,tt__Rote Rosen,1,1.0
tt__Rote Rosen,cid__album,1.0,1
idx__1235,tt__2009,1,1.0
tt__2009,cid__year,1.0,1
idx__1235,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1236,tt__Morgen!  op. 27 no. 4 (Rote Rosen),1,1.0
tt__Morgen!  op. 27 no. 4 (Rote Rosen),cid__title,1.0,1
idx__1236,tt__04:32,1,1.0
tt__04:32,cid__length,1.0,1
idx__1236,tt__Richard Strauss,1,1.0
tt__Richard Strauss,cid__artist,1.0,1
idx__1236,tt__Rote Rosen,1,1.0
tt__Rote Rosen,cid__album,1.0,1
idx__1236,tt__2009,1,1.0
tt__2009,cid__year,1.0,1
idx__1237,tt__I Will Return,1,1.0
tt__I Will Return,cid__title,1.0,1
idx__1237,tt__251000,1,1.0
tt__251000,cid__length,1.0,1
idx__1237,tt__Goombay Dance Band,1,1.0
tt__Goombay Dance Band,cid__artist,1.0,1
idx__1237,tt__Goombay Dance Band,1,1.0
tt__Goombay Dance Band,cid__album,1.0,1
idx__1237,tt__1999,1,1.0
tt__1999,cid__year,1.0,1
idx__1237,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1238,tt__I Will Return - Goombay Dance Band,1,1.0
tt__I Will Return - Goombay Dance Band,cid__title,1.0,1
idx__1238,tt__4,1,1.0
tt__4,cid__length,1.0,1
idx__1238,tt__Goombay Dance Band,1,1.0
tt__Goombay Dance Band,cid__artist,1.0,1
idx__1238,tt__'99,1,1.0
tt__'99,cid__year,1.0,1
idx__1238,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1239,tt__011-I Will Return,1,1.0
tt__011-I Will Return,cid__title,1.0,1
idx__1239,tt__4m 11sec,1,1.0
tt__4m 11sec,cid__length,1.0,1
idx__1239,tt__Goombay Dance Band,1,1.0
tt__Goombay Dance Band,cid__artist,1.0,1
idx__1239,tt__Goombay Dance Band (1999),1,1.0
tt__Goombay Dance Band (1999),cid__album,1.0,1
idx__1239,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__1240,tt__I Will Return (Goombay Dance Band),1,1.0
tt__I Will Return (Goombay Dance Band),cid__title,1.0,1
idx__1240,tt__04:11,1,1.0
tt__04:11,cid__length,1.0,1
idx__1240,tt__Dance Goombay Band,1,1.0
tt__Dance Goombay Band,cid__artist,1.0,1
idx__1240,tt__Goombay Dance Band,1,1.0
tt__Goombay Dance Band,cid__album,1.0,1
idx__1240,tt__1999,1,1.0
tt__1999,cid__year,1.0,1
idx__1241,tt__Goombay Dance Band - I Will Return,1,1.0
tt__Goombay Dance Band - I Will Return,cid__title,1.0,1
idx__1241,tt__251,1,1.0
tt__251,cid__length,1.0,1
idx__1241,tt__Goombay Dance Band,1,1.0
tt__Goombay Dance Band,cid__album,1.0,1
idx__1241,tt__99,1,1.0
tt__99,cid__year,1.0,1
idx__1241,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1242,tt__Cubic Field - Indiscreet Stereo Test Record,1,1.0
tt__Cubic Field - Indiscreet Stereo Test Record,cid__title,1.0,1
idx__1242,tt__5,1,1.0
tt__5,cid__length,1.0,1
idx__1242,tt__Scanner,1,1.0
tt__Scanner,cid__artist,1.0,1
idx__1242,tt__'95,1,1.0
tt__'95,cid__year,1.0,1
idx__1242,tt__Engl ish,1,1.0
tt__Engl ish,cid__language,1.0,1
idx__1243,tt__008-Russia's on Fire,1,1.0
tt__008-Russia's on Fire,cid__title,1.0,1
idx__1243,tt__5m 49sec,1,1.0
tt__5m 49sec,cid__length,1.0,1
idx__1243,tt__Stormwitch,1,1.0
tt__Stormwitch,cid__artist,1.0,1
idx__1243,tt__Live in Budapest (2007),1,1.0
tt__Live in Budapest (2007),cid__album,1.0,1
idx__1243,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__1244,tt__Russia's on Fire,1,1.0
tt__Russia's on Fire,cid__title,1.0,1
idx__1244,tt__349440,1,1.0
tt__349440,cid__length,1.0,1
idx__1244,tt__Stormwitch,1,1.0
tt__Stormwitch,cid__artist,1.0,1
idx__1244,tt__Live in Budapest,1,1.0
tt__Live in Budapest,cid__album,1.0,1
idx__1244,tt__2007,1,1.0
tt__2007,cid__year,1.0,1
idx__1244,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1245,tt__Dani Llamas - Sur Le Chemin,1,1.0
tt__Dani Llamas - Sur Le Chemin,cid__title,1.0,1
idx__1245,tt__172,1,1.0
tt__172,cid__length,1.0,1
idx__1245,tt__Speaking,1,1.0
tt__Speaking,cid__album,1.0,1
idx__1245,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1246,tt__Sur Le Chemin - Speaking Thru the Others,1,1.0
tt__Sur Le Chemin - Speaking Thru the Others,cid__title,1.0,1
idx__1246,tt__2,1,1.0
tt__2,cid__length,1.0,1
idx__1246,tt__Dani Llamas,1,1.0
tt__Dani Llamas,cid__artist,1.0,1
idx__1246,tt__EnTglish,1,1.0
tt__EnTglish,cid__language,1.0,1
idx__1247,tt__Sur Le Chmin,1,1.0
tt__Sur Le Chmin,cid__title,1.0,1
idx__1247,tt__172000,1,1.0
tt__172000,cid__length,1.0,1
idx__1247,tt__Dani Llamas,1,1.0
tt__Dani Llamas,cid__artist,1.0,1
idx__1247,tt__Speaking Thru the Others,1,1.0
tt__Speaking Thru the Others,cid__album,1.0,1
idx__1247,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1248,tt__010-Sur Le Chemin,1,1.0
tt__010-Sur Le Chemin,cid__title,1.0,1
idx__1248,tt__2m 52sec,1,1.0
tt__2m 52sec,cid__length,1.0,1
idx__1248,tt__Dani Llamas,1,1.0
tt__Dani Llamas,cid__artist,1.0,1
idx__1248,tt__Speaking Thru the Others (unknown),1,1.0
tt__Speaking Thru the Others (unknown),cid__album,1.0,1
idx__1248,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__1249,tt__Mikron's Ray,1,1.0
tt__Mikron's Ray,cid__title,1.0,1
idx__1249,tt__0m 16sec,1,1.0
tt__0m 16sec,cid__length,1.0,1
idx__1249,tt__[no artist],1,1.0
tt__[no artist],cid__artist,1.0,1
idx__1249,tt__Sounds From a Fantasy Space Mission (unknown),1,1.0
tt__Sounds From a Fantasy Space Mission (unknown),cid__album,1.0,1
idx__1249,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__1250,tt__He matado a mi hermana - Una época de grabaciones accidentales,1,1.0
tt__He matado a mi hermana - Una época de grabaciones accidentales,cid__title,1.0,1
idx__1250,tt__Corcobado,1,1.0
tt__Corcobado,cid__artist,1.0,1
idx__1250,tt__'02,1,1.0
tt__'02,cid__year,1.0,1
idx__1250,tt__Spanish,1,1.0
tt__Spanish,cid__language,1.0,1
idx__1251,tt__You're Fighting Me Now - Sound: Check,1,1.0
tt__You're Fighting Me Now - Sound: Check,cid__title,1.0,1
idx__1251,tt__3,1,1.0
tt__3,cid__length,1.0,1
idx__1251,tt__godheadSilo,1,1.0
tt__godheadSilo,cid__artist,1.0,1
idx__1251,tt__'98,1,1.0
tt__'98,cid__year,1.0,1
idx__1251,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1252,tt__3m 26sec,1,1.0
tt__3m 26sec,cid__length,1.0,1
idx__1252,tt__godheadSilo,1,1.0
tt__godheadSilo,cid__artist,1.0,1
idx__1252,tt__Sound: Check (1998),1,1.0
tt__Sound: Check (1998),cid__album,1.0,1
idx__1252,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__1253,tt__String Quartet No. 1 V. Figure E - String Quartets 1 - 3 (Balenescu Quartet),1,1.0
tt__String Quartet No. 1 V. Figure E - String Quartets 1 - 3 (Balenescu Quartet),cid__title,1.0,1
idx__1253,tt__1,1,1.0
tt__1,cid__length,1.0,1
idx__1253,tt__Michael Nyman,1,1.0
tt__Michael Nyman,cid__artist,1.0,1
idx__1254,tt__Jerry Barnard  Ryan Grogan & Jaco Maria - Ooh Ye Oh Ye,1,1.0
tt__Jerry Barnard  Ryan Grogan & Jaco Maria - Ooh Ye Oh Ye,cid__title,1.0,1
idx__1254,tt__112,1,1.0
tt__112,cid__length,1.0,1
idx__1254,tt__AAfrican Impressions 3,1,1.0
tt__AAfrican Impressions 3,cid__album,1.0,1
idx__1254,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1255,tt__Waves of Grey (unused pathos) (Verboden te zuchten),1,1.0
tt__Waves of Grey (unused pathos) (Verboden te zuchten),cid__title,1.0,1
idx__1255,tt__02:36,1,1.0
tt__02:36,cid__length,1.0,1
idx__1255,tt__Daan,1,1.0
tt__Daan,cid__artist,1.0,1
idx__1255,tt__Verboden te zuchten,1,1.0
tt__Verboden te zuchten,cid__album,1.0,1
idx__1255,tt__2002,1,1.0
tt__2002,cid__year,1.0,1
idx__1256,tt__No Opportunity Necessary  No Experience Needed - Ultimate Jazz & Blues,1,1.0
tt__No Opportunity Necessary  No Experience Needed - Ultimate Jazz & Blues,cid__title,1.0,1
idx__1256,tt__4,1,1.0
tt__4,cid__length,1.0,1
idx__1256,tt__Nina Simone,1,1.0
tt__Nina Simone,cid__artist,1.0,1
idx__1256,tt__'04,1,1.0
tt__'04,cid__year,1.0,1
idx__1256,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__1257,tt__010-Bonecrusher,1,1.0
tt__010-Bonecrusher,cid__title,1.0,1
idx__1257,tt__3m 20sec,1,1.0
tt__3m 20sec,cid__length,1.0,1
idx__1257,tt__Phantom,1,1.0
tt__Phantom,cid__artist,1.0,1
idx__1257,tt__The Best of the Rest (2000),1,1.0
tt__The Best of the Rest (2000),cid__album,1.0,1
idx__1257,tt__nul l,1,1.0
tt__nul l,cid__year,1.0,1
idx__1257,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__1258,tt__Bonecrusher,1,1.0
tt__Bonecrusher,cid__title,1.0,1
idx__1258,tt__200000,1,1.0
tt__200000,cid__length,1.0,1
idx__1258,tt__Phantom,1,1.0
tt__Phantom,cid__artist,1.0,1
idx__1258,tt__The Best of the Rest,1,1.0
tt__The Best of the Rest,cid__album,1.0,1
idx__1258,tt__2000,1,1.0
tt__2000,cid__year,1.0,1
idx__1258,tt__Engilsh,1,1.0
tt__Engilsh,cid__language,1.0,1
idx__1259,tt__Thomas Müntzer - Das Te deum laudamus,1,1.0
tt__Thomas Müntzer - Das Te deum laudamus,cid__title,1.0,1
idx__1259,tt__297,1,1.0
tt__297,cid__length,1.0,1
idx__1259,tt__Musik Der Reformation,1,1.0
tt__Musik Der Reformation,cid__album,1.0,1
idx__1259,tt__96,1,1.0
tt__96,cid__year,1.0,1
idx__1259,tt__German,1,1.0
tt__German,cid__language,1.0,1
idx__1260,tt__Andy Taylor - If You Let Me Love You 2,1,1.0
