title,length,artist,album,year,language
014-Crippled Mind,5m 21sec,Blues Company,Public elations S(1993),nan,Eng.
Porcession to the Gallows,178413,Jerry Goldsmith,Bandolero!,2004,English
Porcession to the Gallows (Bandolero!),02:58,Jerry Goldsmith,Bandolero!,2004,nan
006-Fate Worse Than Death,4m 42sec,Enforcer,Classic Chicago Metal (2009),nan,Eng.
Beauty or the Beast,268688,Marilyn Martin,Marilyn Martin,1986,English
Kelly & Beacco - Les Comédiens,186,nan,Akapela 2&2,5,French
Glenn Miller - Rug Cutter’s Swing,179,nan,Swing Time for Dancing,nan,English
Cutter’s Swing - Swing Time for Dancing,2.983,Glenn Miller,nan,nan,English
Everything (Kaskades Big Room mix) (Hed Kandi: Beach House 04.05),07:43,Kaskade,Hed Kandi: Beach House 04.05,2005,nan
010-Presentimento,3m 55sec,Rondi Rondi,Marechiaro (unknown),nan,Iat.
Antonello Rondi - Presentimento,235,nan,Marechiaro,nan,Italian
Presentimento - Marechiaro,3.924,Antonello Rondi,nan,nan,Italian
Presentimento (Marechiaro),03:55,Antonello Rondi,Marechiaro,nan,nan
Preesentimento,235430,Antonello Rondi,Marechiaro,nan,Italian
Glass - S.C.I.E.N.C.E.,3.62,Incubus,nan,'97,English
005-Glass,3m 37sec,Incubus,S.C.I.E.N.C.E. (1997),nan,Eng.
Glass,217200,Incubus,S.C.I.E.N.C.E.,1997,English
002-Run This Race,3m 58sec,Aslan,For Some Strange Reason (2007),nan,Eng.
NNice Work If You Can Get It (Sinatra-Basie: An Historic Musical First),02:37,Frank Sinatra & Count Basie,Sinatra-Basie: An Historic Musical First,nan,nan
Nice Work If You Can Get It - Sinatra-Basie: An Historic Musical First,2.633,Frank Sinatra & Count Basie,nan,nan,English
Frank Sinatra & Count Basie - Nice Work If You Can Get It,157,nan,Sinatra-Basie: An Historic Musical First,nan,English
Saudade (Spring Tales),03:47,Klub des Loosers,Spring Tales,2010,nan
Chronological,02:48,Harlem Hamfats,Complete Recorded Works in Chronological Order  Volume 1: 18 April to 13 November 1936,1994,nan
All in Your eHad,193986,The Bluebirds,Love MCR,2005,English
All in Your Head (Love MCR),03:13,Bluebirds,Lov eMCR,2005,nan
Flight - Psycho,1.133,Bernard Herrmann,nan,'89,English
Krystal - Eternity,222,nan,Melodic Trance 2007: The Greatest Trance Anthems,7,English
Eternity - Melodic Trance 2007: The Greatest Trance Anthems,3.7,Krystal,nan,'07,English
モーニング娘。 - 浪漫～MY DEAR BOY～ (LET'S HAVE A DREAM remix),244,nan,プッチベスト5,4,Japanese
002-MY DEAR BOY (LET'S HAVE A DREAM remix),4m 4sec,nan,5 (2004),nan,Jap.
浪漫～MY DEAR BOY～ (LET'S HAVE A DREAM remix) - プッチベスト5,4.083,モーニング娘。,nan,'04,Japanese
浪漫～MY DEAR BOY～ (LET'S HAVE A DREAM remix),244973,モーニング娘。,プッチベスト5,2004,Japanese
Fred Åkerström - Gårdsmusikanter,143,nan,Mera Ruben Nilsson,90,Swedish
Ama La Vita (Krypta Discocathedrale: Church Chill Out),04:31,Etoile,Krypta Discocathedrale: Church Chill Out,1997,nan
3js - Je Vecht Nooit Alleen,185,nan,Dromers En Dwazen,11,Dutch
Je Vecht Nooit Alleen - Dromers En Dwazen,3.083,3js,nan,'11,Dutch
001-Moanin' at Midnight,2m 56sec,Howlin Wolf,His Best (1997),nan,Eneg.
Moanin' at Midnight,176000,Howlin’ Wolf,His Best,1997,English
Moanin' at Midnight (His Best),02:56,Howlin’ Wolf,His Best,1997,nan
Howlin’ Wolf - Moanin' at Midnight,176,nan,His Best,97,English
Hıçkırmalısın (Rmeix) - Yolumu Bulurum,3.9,Yonca Lodi,nan,'07,Turkish
Winter Pages: Still Life (Winter Pages  Bright Music (Bridgehampton Chamber Music Festival)),02:41,Ned Rorem,Winter Pages  Bright Music (Bridgehampton Chamber Music Festival),1992,nan
012-Winter Pages: Still Life,2m 41sec,Ned Rorem,Winter Pages  Bright Music (Bridgehampto Chamber Music Festival) (1992),nan,Eng.
Ned Rorem - Winter Pages: Still Life,161,nan,Winter Pages  Bright Music (Bridgehampton Chamber Music Festival),92,English
Winter Pages: Still Life - Winter Pages  Bright Music (Bridgehampton Chamber Music Festival),2.683,Ned Rorem,nan,'92,EngPlish
Winter Pages: Still Life,161000,Ned RRorem,Winter Pages  Bright Music (Bridgehampton Chamber Music Festival),1992,English
Uncle Bill,204293,Sincerely,One Day in Adelphia,1998,English
Sincerely (One Day in Adelphia),03:24,Uncle Bill,One Day in Adelphia,1998,nan
Poland,261946,Ganache,The Lifted Brow  No. 6,2010,English
Ganache - Poland,261,nan,6,10,English
Poland (The Lifted Brow  No. 6),04:21,Ganache,The Lifted Brow  No. 6,2010,nan
Poland - The Lifted Brow  No. 6,4.366,Ganache,nan,'10,English
002-Poland,4m 21sec,Ganache,The Lifted Brow  No. 6 (2010),nan,Eng.
Sur les sentiers de la gloire - Live,1.673,von 88,nan,'97,French
017-Sur les sentiers de la gloire,1m 40sec,Ludwig von 88,Live (1997),nan,Fre.
Geraint Jarman a'r Cynganeddwyr - Ti a Fi a Colly,nan,nan,Atgof fel Angor,8,Welh
007-Crashing on Steel,4m 22sec,SAINTS ANGER,Danger Metal (1985),nan,Eng.
011-Close Your Eyes / Light of Hope,5m 58sec,Steve Wynn,Dazzling Display (1992),nan,Eng.
Trailer Park Boneyard (Larceny & Old Lace),03:29,n.a.,Larceny & Old Lace,2011,nan
002-Trailer Park Boneyard,3m 29sec,The Coathangers,Larceny & Old Lace (2011),nan,Eng.
Trailer Park Boneyard,209000,The Coathangers,Larceny & Old Lace,2011,English
Trailer Park Boneyard - Larceny & Old Lace,3.483,Coathangers,nan,'11,English
The Coathangers - Trailer Park Boneyard,209,nan,Larceny & Old Lace,11,English
We Three Kings - A Holiday Songbook,4.25,Rich Gibbons & Felicia Sorensen,nan,'95,English
015-We Three Kings,4m 15sec,Rich Gibbons & Felicia Sorensen,A Holiday Songbook (1995),nan,Eng.
010-Marvellous Moses,6m 35sec,Nektar,Recycled (1975),nan,Eng.
004-Lo qQue sangra (La cupula) (version remix),6m 8sec,Soda Stereo,Languis (1990),nan,Spa.
Soda Stereo - Lo que sangra (La cúpula) (versión remix),346,nan,Languis,90,Spanish
Lo que sangra (La cúpula) (versión remix) - Languis,6.133,Soda Stereo,nan,'90,Spanish
011-Ice Is on My Hands,3m 40sec,Ralfe Band,Attic Thieves (2008),nan,Eng.
Ice Is on My Hands,220000,Ralfe Band,Attic Thieves,2008,EngliOsh
Falling in Love - Hit Club 98.4,4.313,Mackenzie feat. Jessy,nan,'08,Englih
Guided Missiles - Collectables Presents: Dootone Rhythm and Blues,2.767,Cuff Links,nan,'90,English
010-So Very Odd,unknown,Here Comes the Metric System,Here Comes the Metric System (unknown),nan,Eng.
005-Ring a Ding Do,2m 54sec,Little Ester Jones,Bump Jump Jive  Vol. XIII (unknown),nan,Eng.
Ring a Ding Do,174000,Little Ester Jones,Bump Jump Jive  Volume 13,nan,English
"Le nozze di Figaro  K. 492: Act II  Scene II. No. 12 Arietta ""Voi che sapete che cosa è amor"" (Cherubino) (Opera Highlights (HMV))",03:00,Wolfgang Amadeus Mozart,Opera Highlights (HMV),nan,nan
The American Dream,5.133,Frank Carlberg,The American Dream,nan,English
Fast Jivin,162000,Eddie Cochran,Don't Forget Me,1997,English
Fast Jivin - Don't Forget Me,2.7,Eddie Cochran,nan,'98,English
Fast Jivin (Don't Forget Me),02:42,Eddie Cochran,Don't Forget Me,1998,nan
005-Fast Jivin,2m 42sec,Eddie Cochran,Don't Forget Me (1998),nan,Eng.
Eddie Cochran - Fast Jivin,162,nan,Don't Forget M e,98,EEnglish
011-Everyday (Nick McCarthy & Sugar Rongs Franz Ferdinand Nightmare remix),3m 21sec,Killa Kela,Everyday (Remixes) (2010),nan,E ng.
Everyday (Nick McCarthy & Sugar Rongs Franz Ferdinand Nightmare remix),201000,Killa Kela,Everyday (Remixes),2010,English
Everyday (Nick McCarthy & Sugar Rongs Franz Ferdinand Nightmare remix) (Everyday (Remixes)),03:21,Killa Kela,Everyday (Remixes),2010,nan
Breed the Cancer,153946,The Red Chord,Fused Together in Revolving Doors,2004,EnglMish
Breed the Cancer (Fused Together in Revolving Doors),02:33,Red Chord,Fused Together in Revolving Doors,2004,nan
Anita Baker - Giving You the Best That I Got,234,nan,Sweet Love: The Very Best of Anita Baker,2,english
Giving You the Best That I Got - Sweet Love: The Very Best of Anita Baker,3.91,Anita Baker,nan,'02,English
002-Giving You the Best That I Got,3m 54sec,Anita Baker,Sweet Love: The Very Best of Anita Baker (2002),nan,Eng.
Giving You the Best That I Got,234600,Anita Baker,Sweet Love: The Very Best of Anita Baker,nan,Engish
Kerri,103573,Tommy & Rumble,Gold,nan,nan
Kerri Strug Phone Sex Line (Gold),01:43,Tommy & Rumble,Gold,nan,nan
John Tavener - The World is burning,865,nan,Jubilate Deo! (Monteverdi Choir feat. conductor: John Eliot Gardiner),96,English
マリーナの夏 (おニャン子 Sailing 夢工場’87 LIVE),00:00,渡辺満里奈,おニャン子 Sailing 夢工場’87 LIVE,1987,nan
マリーナの夏 - おニャン子 Sailing 夢工場’87 LIVE,nan,渡辺満里奈,nan,'87,Jaanese
渡辺満里奈 - マリーナの夏,nan,nan,おニャン子 Sailing 夢工場’87 LIVE,87,Japanese
0A5-,unknown,nan, Sailin 87 LIVE (1987),nan,Jap.
"Lyric Pieces: Book 10  Op.71: No. 4 ""Peace Of The Woods"" (Mendelssohn: Lieder ohne Worte  Grieg: Lyric Pieces)",04:47,Edvard Grieg,Mendelssohn: Lieder ohne Worte  Grieg: Lyric Pieces,nan,nan
Valtatie,208000,Mana Mana,Totuus palaa,1990,Finnish
Breathe,9m 58sec,Dead End Space,Progstravaganza 13 (2013),nan,Eng.
The Power of Love (Rob Searle club mix),08:40,Frankie Goes to Hollywood,The Power of Love,1990,nan
Frankie Goes to Hollywood - The Power of Love (Rob Searle club mix),520,nan,The Power of Love,0,English
002-The Power of Love (Rob Searle club mix),8m 40sec,Frankie Goes to Hollywood,The Power of Love (2000),nan,Eng.
The Power of Love (Rob Searle club mix),520960,Frankie Goes to Hollywood,The Power of Love,2000,English
The Power of Love (Rob Searle club mix),8.683,Frankie Goes to Hollywood,The Power of Love,'00,English
Mega Cymbal Roll O,8000,Robert Etoll,The Trailer Collection  Volume 8,nan,English
Living In Europe,208946,Thompson Twins, Set,2008,English
What Are We in It For - Beyond Pink,3.04,RubyBlue,nan,'01,English
Nur die Liebe zählt (Alte Kacke),02:02,Eisenpimmel,Alte Kacke,nan,nan
Eisenpimmel - Nur die Liebe zählt,122,nan,Alte Kacke,nan,German
Frankie Goes to Hollywood - Orgasm Discussion,35,nan,Welcome to the Pleasuredome,85,English
Conditionierer - Begegnungen II,4.848,Moebius & Plank,nan,'05,[Multiple languages]
oCnditionierer,290893,Mobius & Plank,Begegnungen II,2005,[Multiple languages]
001-Conditionierer,4m 50sec,Moebius & Plank,Begegnungen II (2005),nan,unknown
You Chained Me Up,270000,The Inchtabokatables,Too Loud,1998,English
Brazilian Drums - As Heard on Radio Soulwax  Part 11,0.633,Batacuda,nan,'07,English
001-Gringo Nero,27m 7sec,Klaus Schulze,BeyondRecall (1991),nan,unknown
002-Si Me Vas A Dejar,2m 56sec,Pete Anstudillo,Como Te Extrano (1995),nan,nan
Si Me Vas A Dejar (Como Te Extraño),02:56,Pete Astudillo,Como Te Extraño,1995,nan
Si Me Vas A Dejar - Como Te Extraño,2.933,Pete Astudillo,nan,'95,Spanish
Si Me Vas A Dejar,176000,Pete Astudillo,Como Te Extraño,1995,Spanish
Pet eAstudillo - Si Me Vas A Dejar,176,nan,Como Te Extraño,95,Spanish
019-Emina,3m 46sec,Hari Mata Hari,Balade 1992 - 2002 (unknown),nan,unknown
La Mer : Dialogue du vent et de la mer (The Karajan Experience),08:00,Claude Debussy,The Karajan Experience,1992,nan
影 - REIDEEN Original Soundtrack -Dream Orchestra-,2.95,池頼広 Jin Nakamura 中村中,nan,'07,Japanese
影 (REIDEEN Original Soundtrack -Dream Orchestra-),02:57,池頼広 Jin Nakamura 中村中,REIDEEN Original Soundtrack -Dream Orchestra-,2007,nan
影,177000,池頼広 Jin Nakamura 中村中,REIDEEN Original Soundtrack -Dream Orchestra-,2007,nan
016-,2m 57sec, Jin Nakamura ,REIDEEN Original Soundtrack -Dream Orchestra- (2007),nan,Jap.
Grandma's Hands,122906,Al Jarreau,Twogether Soul,2003,English
You And Me (Flags Forward),02:59,Mystery Palace,Flags Forward,nan,nan
Ramones Ramones - Let's Dance,121,nan,Hey Ho... It Was Twenty Years Ago,nan,English
As If We NeverSaid Goodbye - Sunset Boulevard (1995 Toronto cast),6.166,Andrew Lloyd Webber,nan,'96,English
015-As If We Never Said Goodbye,6m 9sec,Andrew Lloyd Webber,Sunset Boulevard (1995 Toronto cast) (1996),nan,Eng.
Old Years - The Heron Smiled,3.356,Annie Humphrey,nan,'00,English
0C5-Down Among The Budded Roses,1m 53sec,Merle Travis & Joe Maphis,Country Guitar Giants (1979),nan,Eng.
Personal Device - N.M.,214,nan,Microorganismos del mal,nan,nan
N.M. - Microorganismos del mal,3.567,Personal Device,nan,nan,nan
Freed From Desire (radio mix),202506,Gala,Summer Revolution - A Decade of Dance Anthems,2005,English
006-Freed From Desire (radio mix),3m 22sec,Gala,Summer Revolution - A Decade of Dance Anthems (2005),nan,Eng.
The Garden of Earthly Delights (Digitalis Ambigua  Gold and Poison),03:16,SPK,Digitalis Ambigua  Gold and and Poison,1987,nan
SPK - The Garden of Earthly Delights,196,nan,Digitalis Ambigua  Gold and Poison,87,English
The First Encounter - Parasite Eve II,1.733,水田直志,nan,'99,English
The First Encounter,103960,水田直志,Parasite Eve II,1999,Englis
007-The First Encounter,1m 43sec,nan,Parasite Eve II (1999),nan,En.
Arts & Crafts Spectacular,145026,Sparks,Under the Influence: Morrissey,2003,English
003-Piano Sonata No. 2 in A major  Op. 2 No. 2: III. Scherzo. Allegretto,3m 7sec,Ludwig van,Piano Sonatas (Eric Heidsieck) (1995),nan, Eng.
Piano Sonata No. 2 in A major  Op. 2 No. 2: III. Scherzo. Allegretto,187000,Ludwig van eBethoven,Piano Sonatas (Éric Heidsieck),1995,English
Prophecy (YK2000 mix) - Plasticity,7.617,Front Line Assembly,nan,'12,English
012-Prophecy (YK2000 mix),7m 37sec,Front Line Assembly,Plasticity (2012),nan,Eng.
Prophecy (YK2000 mix),457000,Front Line Assembly,Plastciity,2012,English
Running Up That Hill (A Deal With God) (Hounds of Love),05:03,Kate Bush,Hounds of Love,1988,nan
nan,2.354,Carmen Miranda,nan,'00,[Multiple languages]
006-When I Live  I Love,2m 21sec,CarmeRn Miranda,Cocktail Hour (2000),nan,unknown
WUhen I Live  I Love,141253,Carmen Miranda,Cocktail Hour,2000,[Multiple languages]
Someday,210293,Roachford,Feel,1997,English
004-Someday,3m 30sec,Roachford,Feel (1997),nan,Eng.
Someday ((Feel),03:30,Roachford,Feel,1997,nan
岩崎文紀 - 深海の精,107,nan,あまえないでよっ!! さんとら冬盤,6,Japanese
深海の精,107000,岩崎文紀,あまえないでよっ!! さんとら冬盤,2006,Japanese
016-,1m 47sec,nan,!!  (2006),nan,Jap.
深海の精 (あまえないでよっ!! さんとら冬盤),01:47,岩崎文紀,あまえないでよっ!! さんとら冬盤,2006,nan
深海の精 - あまえないでよっ!! さんとら冬盤,1.783,岩崎文紀,nan,'06,Japanese
El día de mi muerte,nan,Reserved for Dogs,Reserved for Dogs  volumen 1,2006,[Multiple languages]
Nobody in Town Can Bake a Sweet Jelly Roll Like Mine,212266,Bessie Smith,Jazz 'n' Blues,nan,English
Nobody in Town Can Bake a Sweet Jelly oll Like Mine (Jazz 'n' Blues),03:32,Bessie Smith,Jazz 'n' Blues,nan,nan
Left Outside Alone,236613,Anastacia,Women That Move You (disc 1),2006,English
001-Left Outside Alone,3m 56sec,Anastacia,Women That Move You (disc 1) (2006),nan,Eng.
Anastaccia - Left Outside Alone,236,nan,Women That Move You (disc 1),6,English
Left Outside Alone - Women That Move You (disc 1),3.944,Anastacia,nan,'06,English
Left Outside Alone (Women That Move You (disc 1)),03:56,Anastacia,Women That oMve You (disc 1),2006,nan
Nacho Mama (From Lubbock to Laredo: The Best Of),03:30,Joe Ely,From Lubbock to Laredo: The Best Of,2002,nan
(There'll Be) Peace in the Valley (For Me) - Elvis: Ultimate GoYspel,3.355,Elvis Presley,nan,nan,English
027-(There'll Be) Peace in the Valley (For Me),3m 21sec,Elvis Presley,Elvis: Ultimate Gospel (unknown),nan,Eng.
How's Your Mama? (Phil's Theme): 52nd Street Theme / Salt Peanuts / Harlem Nocturne - Celebration!,5.067,Phil Woods & The Festival Orchestra,nan,nan,nan
009-How's Your Mama? (Phil's Theme): 52nd Street Theme / Salt Peanuts / Harlem Nocturne,5m 4sec,Phil Woods & The Festival Orchestar,Celebration! (unknown),nan,unknown
014-Cornet Chop Suey,3m 19sec,Louis Armstrong,Hear Me Talkin' to Ya (unknown),nan,Eng.
What’s Left Undone,22133,Darren Korb,Bastion: Original Soundtrack,2011,English
005-Feedback (Slash remix),2m 10sec,DJ Flex,Clubbers Guide Mexico 2003 (disc 1) (unknown),nan,Eng.
Feedback (Slash remix),130226,DJ Flex,Clubbers Guide Mexico 2003 (disc 1),nan,English
Speeding Down a Dirt Road (Parts 1-3),02:28,Elevator to Hell,Parts 1-3,1996,nan
La morra,100000,Henirich Isaac,Music for Mona Lisa,1998,English
Heinrich Isaac - La morra,100,nan,Music for Mona Lisa,98,English
La morra (Music for Mona Lisa),01:40,Heinrich Isaac,Music for Mona Lisa,1998,nan
Ulla Billquist - Månskenstangon,nan,nan,Den kompletta Ulla Billquist,10,Swedish
015-Fallait pas commencer (long version club),5m 2sec,Lio,Pop Model (2005),nan,Fre.
015-Bla Bla Bla 2003,6m 17sec,Gigi DAgostino,Trance on Request  Vol. I (unknown),nan,Eng.
Trubayči,nan,Marija Šerifović,Bez ljubavi,2006,Serbian
Trubači (Bez ljubavi),00:00,Marija Šerifović,Bez ljubavgi,2006,nan
Tootie & The Crawfish (Carolina Scrapbook),00:00,Krüger Brothers,Carolina Scrapbook,1999,nan
Techno Ted - 2003-06-14: Hultsfred  Sweden,4.599,Audioslave,nan,nan,English
Lesson 7 (Learn Italian),01:00,[language instruction],Learn Italian,2006,nan
E. E. - Without Mercy,4.633,Durutti Column,nan,'98,English
Duma (Białej Rasy) (1994 - 2000),04:12,Tomahawk,1994 - 2000,nan,nan
003-Duma (Biaej Rasy),4m 12sec,Tomahawk,1994 - 2000 (unknown),nan,Pol.
Tomahawk - Duma (Białej Rasy),252,nan,1994 - 2000,nan,Polish
Duma (Białej Rasy) - 1994 - 2000,4.205,Tomahawk,nan,nan,Polish
PayBack,224000,KnowMads,Seattle,2009,English
Storia d'amore - Le origini  Volume 2 (1968-1972),4.923,Adriano Celentano,nan,nan,Italian
"Fantasy on Themes from Mozart's ""Marriage of Figaro"" (arr. Busoni)",870000,Franz Liszt,Masters of the Roll (disc 1),2007,English
"Fantasy on Themes from Mozart's ""Marriage of Figaro"" (arr. Busoni) (Masters of the Roll (disc 1))",14:30,Liszt Liszt,Masters of the Roll (disc 1),2007,nan
The Charlie Daniels Band - Indian Man,189,nan,At His Best,96,English
Zaho - Jardin d'Eden,239,nan,Contagieuse,12,French
Coming At Ya - Thailand's Most Wanted,5.242,Thaitanium,nan,'05,Thai
Keep the Fame (Molemen Inc. Presents: Below the Ground. Buried Alive),00:00,Percee P feat. Vakill & Rhymefest,Molemen Inc. Presents: Below the Ground. Buried Alive,nan,nan
Call of the Dark,255000,Wild Dogs,Reign of Terror,nan,English
A Hundred and Ten In the Shade - Live at Globen (Disc  2),4.483,John Fogerty,nan,nan,English
010-A Hundred and Ten In the Shade,4m 29sec,John Fogerty,Live at Globen (Disc 2) (unknown),nan,Eg.
004-Hearts,4m 29sec,AdaKaiN,Together In the Heart (2008),nan,Eng.
BarcarolleinFSharp Op.60,451586,FryderykChopin,KEFUltimateResolutionDemonstrationDisc EditionNo.2,2010,English
Barcarolle in F Sharp  Op. 60 (KEF Ultimate Resolution Demonstration Disc  Edition No. 2),07:31,Fryderyk Chopin,KEF Ultimate Resolution Demonstration Disc  Edition No. 2,2010,nan
005-Dio ha fatto cose grandi,5m 16sec,Gianni Paderi,Sento che forte (unknown),nan,Ita.
Cornpone Brunch - A Digest Compendium of the Tortoise's World,4.725,Tortoise,nan,'96,English
014-Bubble Star,4m 4sec,Les Enfoires,Les Enfoires dans l'espace (2004),nan,Fre.
Bubble Star,244346,Les Enfoirés,Les Enfoirés dans l'espace,2004,French
Ciclo - Pasión,nan,nan,In the Place to Ci,22,Spanish
Pasión,nan,Cicloo,In the Place to Ci,2011,Spanish
Pasión (In the Place to Ci),00:00,Ciclo,In the Place to Ci,2011,nan
