TID,CID,CTID,SourceID,id,number,title,length,artist,album,year,language
1496,786,1,5,5706037,17,Canzon per sonare no. 1 'La spiritata',196000,GIOVANNI Gabrieli,"The Chicago Brass Ensemble, The Boston Brass Ensemble, E. Power / The Antiphonal Music of Gabrieli",,English
4684,786,3,2,MBox15421720-HH,17,Gviovanni Gabrieli - Canzon per sonare no. 1 'La spiritata',196,,"The Chicago Brass Ensemble, The Boston Brass Ensemble, E. Power / The Antiphonal Music of Gabrieli",,English
10841,786,2,1,WoM1141213,17,"Canzon per sonare no. 1 'La spiritata' (The Chicago Brass Ensemble, The Boston Brass Ensemble, E. Power / The Antiphonal Music of Gabrieli)",03:16,Giovanni Gabrieli,"The Chicago Brass Ensemble, The Boston Brass Ensemble, E. Power / The Antiphonal Music of Gabrieli",,
1503,789,1,5,3034126,12,Somnolent (extended),,rAXYOr,Break Demon Sleep,2005,
6386,789,2,1,WoM6068242,12,Somnolent (extended) (Break Demon Sleep),00:00,rAXYOr,Break Demon Sleep,2005,
1507,792,1,4,119933-A08,19,019-Purple Sky (Lomax remix),unknown,Electrosoul System,Infinite in All Directions (2007),,Eng.
6620,792,4,2,MBox23014113-HH,19,Electrosoul System - Purple Sky (Lomax remix),,,Infinite in All Directions,7,Eglish
15698,792,2,5,8515218,19,Pruple Sky (Lomax remix),,Electrosoul System,Infinite in All Directions,2007,English
16204,792,3,1,WoM17030434,19,Purple Sky (Lomax remix) (Infinite in All Directions),00:00,Electrosoul System,Infinite in All Directions,2007,
18662,792,5,3,3702274MB-01,1 9,Purplee Sky (Lomx remix) - Infinite in All Directions,,Electrosoul System,,'07,English
1509,793,1,3,4586662MB-01,14,Lookin Boy (feat. Yung Joc) - Total Club Hits 2,2.6,Hotstylz,,'09,English
3552,793,2,4,148582-A024,14,014-Lookin Boy (feat. Yung Joc),2m 36sec,Hotstylz,Total Club Hits 2 (2009),,Eng.
4136,793,5,2,MBox28511633-HH,14,Hotstylz - Lookin Boy (feat. Yung Joc),156,,Total Club Hits 2,9,English
17190,793,3,5,10549313,14,Lookin Boy (feat. Yung Joc),156000,Hotstylz,Total Club Hits 2,2009,English
19186,793,4,1,WoM21098629,14,Lookin Boy (feat. Yung Joc) (Total Club Hits 2),02:36,Hotstylz,Total Club Hits 2,2009,
1511,795,1,1,WoM16480721,3,Psicodelicia (Wow! E.P.),08:01,Joan Reyes,Wow! E.P.,2008,
2115,795,2,2,MBox22271223-HH,3,Joan Reyes - Psicodelicia,481,,W. F.P.,8,English
1514,797,1,5,6780485,9,Monographic,276000,Blue Birds Refuse to Fly,Xenomorph Angel,,English
3743,797,2,1,WoM1356101,9,Monographic (Xenomorph Angel),04:36,Blue Birds Refuse to Fly,Xenomorph Angel,,
5530,797,3,2,MBox18325625-HH,9,Blue Birds Refuse to Fly - Monographic,276,,Xenomorph Angel,,English
1519,800,1,4,122307-A040,9,009-Mes morts,5m 13sec,Superflu,Tchin Tchin (2000),,Fre.
8581,800,3,1,WoM17367620,9,Mes morts (Tchin Tchin),05:13,Superflu,Tchin Tchin,2000,
19125,800,2,5,8683804,9,Mes morts,313000,Superflu,Tchin Tchin,2000,French
1522,802,1,3,5336593MB-01,3,Vortex - The Female Thief,6.983,Female Thief,,'12,English
2902,802,5,2,MBox3317347-HH,3,The Female Thief - Vortex,419,,The FEMALE Thief,12,English
8610,802,3,5,12274153,3,Vortex,419000,The Female Thief,The Female Thief,2012,English
14629,802,2,4,172875-A061,3,003-Vortex,6m 59sec,The Female Thief,The Female Thief (2012),,Eng.
17816,802,4,1,WoM24548319,3,Vortex (The Female Thief),06:59,Female Thief,TheFemaleThief,2012,
1404,804,3,3,1753465MB-01,7,Seven Seas - Stone Butterfly,4.247,神保彰,,unknown,EnglDish
1526,804,1,1,WoM8065922,7,Seven Seas (Stone Butterfly),04:14,神保彰,Stone Butterfly,1997,
18580,804,2,2,MBox1089995-HH,7,神保彰 - Seven Seas,254,,Stone Butterfly,97,Englipsh
1535,807,1,1,WoM1016647,9,(Paquito D'Rivera & The United Nation Orchestra Live),06:52,Paquito D'Rivera,Paquito D'Rivera & The United Nation Orchestra Live,,
7020,807,2,2,MBox137390-HH,9,Paquito D'Rivera - Despojo,412,,Paquito D'Rivera & The United Nation Orchhestra Live,,English
19004,807,3,3,2210115MB-01,9,Despojo - Paquito D'Rivera & The United Nation Live,6.88,Paquito D'Rivera,,,English
1536,808,1,2,MBox1044390-HH,7,Sex Gang Children - Les Amants D'un Jour,,,Demonstration,0,English
9858,808,2,3,1680108MB-01,7,Les Amants D'un Jour - Demonstration,,Sex Gang Children,,'00,English
1537,809,1,4,170072-A034,2,002-Dancing in the Sun,6m 38sec,George Howard,Dancing in the Sun (1985),,Eng.
4552,809,4,2,MBox32635427-HH,2,George Howard - Dancing in the Sun,398,,Dancing in the Sun,85,English
9772,809,3,1,WoM24150229,2,Dancing in the Sun,06:38,George Howard,Dancing in the Sun,1985,
11327,809,5,3,5250055MB-01,2,Dancing in the Sun,6.633,George Howard,Dancing in the Sun,'85,Eenglish
19207,809,2,5,12075113,2,Dancing in the Sun,398000,George Howard,Dancing in the Sun,1985,English
1540,811,1,1,WoM1230179,13,Dancehall Night (feat. Zebra Man & Kose) (Bring Back di History for the Future),00:00,CORN HEAD,Bring Back di History for the Future,2006,
4220,811,2,2,MBox16623912-HH,13,CORN HEAD - Dancehall Night (feat. Zebra Man & Kose),,,Bring Back di History for the Future,6,Japanese
1541,812,1,4,33712-A01,13,"013-You're Lovely, Madame",2m 55sec,Benny Goodman,Smoke House Rhythm (unknown),,Eng.
13249,812,2,5,2393520,24,"You're Lovely, Madame",175560,Benny Goodman,Smoke House Rhythm,,English
1546,814,1,1,WoM4308814,15,"6/8 March, Hornpipe (The Rough Guide to Scottish Music)",02:53,Donald Black & Malcolm Jones,The Rough Guide to Scottish Music,2003,
2952,814,2,2,MBox5822711-HH,15,"Donald Black & Malcolm Jones - 6/8 March, Hornpipe",173,,The Rough Guide to Scottish Music,3,English
1550,816,1,2,MBox3520908-HH,15,Andreas Mangweth - Malfunction: Destination Darkness,185,,Assembly Lines & Industrial Machine,,English
3866,816,4,5,13027326,13,Malfunction: Destination Darkness,185000,Andreas Mangweth,Assembly Lines & Industrial Machine,,English
6305,816,2,3,56640518MB-01,15,Malfunction: Destination Darkness - Assembly Lines & Industrial Machine,3.083,Andreas Mangwteh,,,English
8398,816,3,4,183483-A066,15,015-Malfunction: Destination Darkness,3m  5sec,Andreas Mangweth,Assembly Lines & Industrial Machine (unknown),,Eng.
11712,816,5,1,WoM26054642,15,Malfunction: Destination Darkness (Assembly Lines & Industrial Machine),03:05,Andreas Mangweth,assembly lines & industrialmachine,,
1560,820,1,5,8722254,39,Beyond the Net,110000,John Cameron,Secrets of the 20th Century,,English
4728,820,2,1,WoM17444520,39,Beyond the Net (Secrets of the 20th Century),01:50,John Cameron,Secrets of the 20th Century,,
1563,822,1,4,23699-A027,18,018-Sweet Pea,2m 34sec,Mrs. Miller,"Ultra-Lounge: Wild, Cool & Swingin': The Artist Collection, Vol. III (1999)",,Eng.
2673,822,2,5,1682623,18,Sweet Pea Pea,154226,Mrs. Miller,"Ultra-Lounge: Wild, Cool & Swingin': The Artist Collection, Volume 3",1999,English
15405,822,3,1,WoM3365239,18,"Sweet Pea (Ultra-Lounge: Wild, Cool & Swingin': The Artist Collection, Volume 3)",unknown,Mrs. Miller,"Ultra-Lounge: Wild, Cool & Swingin': The Artist Collection, Volume 3",1999,
1419,823,5,4,215078-A018,7,007-Thee Cult of Henry Flynt,7m 1sec,Horsebck,"A Plague of Knowing: Singles, Splits, and Rarities (2013)",,Eng.
1564,823,1,5,15270523,7,Thee Cult of Henry Flynt,421000,Horseback,"A Plague of Knowing: Singles, Splits, and Rarities",2013,English
4357,823,3,2,MBox4127176-HH,7,Horseback - Thee Cult of Henry Flynt,421,,"A Plague of Knowing: Singles, Splits, and Rarities",13,English
16362,823,2,1,WoM30541039,7,"Thee Cult of Henry Flynt (A Plague of Knowing: Singles, Splits, and Rarities)",07:01,Horeback,"A Plague of Knowing: Singles, Splits, and Rarities",2013,
16762,823,4,3,6639362MB-01,7,"Thee Cult of Henry Flynt - A Plague of Knowing: Singles, Splits, and Rarities",7.017,Horseback,,'13,English
1568,826,1,5,13314826,12,Strange Changes (Electric),,Tommy Coyle,Voodoo Sessions,2012,English
5864,826,3,2,MBox35986018-HH,12,Tommy Coyle - Strange Changes (Electric),,,Voodoo Sessions,12,English
12743,826,2,1,WoM26629642,12,Strange Changes (Electric) (Voodoo Sessions),00:00,Tommy Coyle,Voodoo Sessions,2012,
19076,826,4,3,57890518MB-01,12,Strange Changes (Electric) - Voodoo Sessions,,Tommy Coyle,,'12,English
1569,827,1,5,6629120,9,"Requiem: I. Introitus (Collegium Vocale Gent, Musica Antiqua Köln, feat. director: Philippe Herreweghe)",852000,JeanG illes,Trésors d'Archiv: The Best Eary Music Recordings,1995,[Multiple languages]
2937,827,4,3,28822221MB-01,9,"Requiem: I. Introitus (Collegium Vocale Gent, Musica Antiqua Köln, feat. director: Philippe Herreweghe) - Trésors d'Archiv: The Best Early Music Recordings",14.2,Jean Gilles,,'95,[Multiple languages]
8400,827,3,2,MBox17916527-HH,9,"Jean Gilles - Requiem: I. Introitus (Collegium Vocale Gent, Musica Antiqua Köln, feat. director: Philippe Herreweghe)",852,,Trésors d'Archiv: The Best Early Music Recordings,95,[Multiple languages]
14601,827,2,1,WoM13258236,9,"Requiem: I. Introitus (Collegium Vocale Gent, Musica Antiqua Köln, feat. director: Philippe Herreweghe) (Trésors d'Archiv: The Best Early Music Recordings)",14:12,Jean Gilles,Trésors d'Archiv: The Best Early Music Recordings,1995,
926,828,3,2,MBox3577375-HH,3,Sneaky Sound System - I Love It,229,,Pictures,,English
1570,828,1,5,13236262,3,I Love It,229000,Sneaky Sound System,Pictures,,English
18991,828,2,1,WoM26472528,3,I Love It (Pictures),03:49,Sneaky Sound System,Pictures,,
1575,831,1,4,140089-A014,9,009-Let's find a way,5m 27sec,Mamas Gun,Routes To Riches (Japanese Edtion with Bonus) (unknown),,Eng.
17217,831,2,5,9946300,9,Let's find a way,327440,Mamas Gun,Routes To Riches  Edtion with Bonus),,English
1583,836,1,1,WoM21913214,8,Spacedq Out (Reefer Smokin' Man),00:00,Mason Casey,Reefer Smokin' Man,2000,
4910,836,2,2,MBox29612422-HH,8,Mason Casey - Spaced Out,,,Reefer Smokin' Man,0,English
5716,836,4,4,154318-A053,8,008-Spaced Out,unknown,Mason Casey,Reefer Smokin' Man (2000),,Eng.
8663,836,5,5,10956598,8,Spaced Out,,Mason Casey,Reefer Smokin' Man,2000,English
14192,836,3,3,4763743MB-01,8,Spaced Out - Reefer Smokin' Man,,Mason Casey,,'00,English
990,840,2,2,MBox2533520-HH,5,Henri Gylander - So Easily,184,,Henri in English,,
1587,840,1,1,WoM1874819,5,So Easily (Henri in English),03:04,Henri Gylander,Henri in English,,
1592,841,1,4,26207-A034,11,011-Tjernobilleke,3m 5sec,Urbanus,Urbanus in 't echt (1986),,Dut.
13233,841,2,5,1860698,11,Tjernobilleke,185866,Urbanus,Urbanus in 't echt,1986,Dutch
1596,842,1,3,68347416MB-01,1,Soliloquy - OMNI Instrumentals over the ages,4.2,Omni,,'12,English
18036,842,3,5,15719911,1,Soliloquy,252000,Omni,OMNI Instrumentals over the ages,2012,English
18618,842,2,4,221407-A047,2,001-Soliloquy,4m 12sec,Omni,OMNI Instrumentals over the ages (2012),,Eng.
1597,843,1,5,8358773,1|,Powerslave,421000,Futures End,Memoirs of a Broken Man,2009,English
5147,843,2,1,WoM16717539,11,Powerslave (Memoirs of a Broken Man),07:01,Futures End,Memoirs of a Broken Man,2009,
9616,843,3,2,MBox2259134-HH,11,Futures End - Powerslaev,421,,Memoirs of a Broken Man,9,English
1598,844,1,4,11263-A058,11,011-Oursel ves to Know,3m 17sec,Warren Zevon,Life'll Kill Ya (unknown),,Eng.
8991,844,3,1,WoM1599414,11,Ourselves to Know (Life'll Kill Ya),03:17,Warren Zevon,Life'll Kill Ya,,
12872,844,2,5,799698,11,Ourselves to Know,197533,Warren Zevon,Life'll Ya Kill,,English
1606,849,1,3,6965260MB-01,13,Sowas von (Joplin) - Mini Disco Hits,3.939,Grünschnabel,,'14,German
7081,849,3,5,16020091,13,Sowas von (Jopllin),236320,Grünschnabel,Mini Disco Hits,2014,German
15573,849,4,1,WoM3204027,13,Sowas von (Joplin) (Mini Disco Hits),03:56,Grünschnabel,Mini Disco Hits,2014,
19212,849,2,4,225635-A039,13,013-Sowas von (Joplin),3m 56sec,Grunschnabel,Mini Disco Hits (2014),,Ger.
1613,852,1,2,MBox3847222-HH,5,Éamonn Coyne & Kris Drever - Isle of France,294,,Storymap,13,English
16907,852,2,3,61890011MB-01,5,Isle of France - Storymap,4.g1,Éamonn Coyne & Kris Drever,,'13,English
1617,853,1,3,2689497MB-01,2,Baby I'm Yours - Cass Elliot,2.483,Cass Elliot,,'72,English
2322,853,2,4,87124-A056,2,002-Baby I'm Yours,2m 29sec,Cass Elliot,Cass Elliot (1972),,Eng.
5405,853,4,1,WoM12371643,2,Baby I'm Yours (Cass Elliot),02:29,Cass Elliot,Cass Elliot,1972,
12651,853,3,5,6185827,2,Baby I'm Yours,194000,Cass Elliot,Cass Elliot,1972,English
1619,854,1,1,WoM8157424,5,Sex (I'm A ...) (Retro Lunchbox: Squeeze the Cheeze),05:06,Berlin,Retro Lunchbox: Sqeueze the Cheeze,2008,
1690,854,4,4,57447-A04,5,005-Sex (I'm A ...),5m 6sec,Berlin,Retro Lunchbox: Squeeze the Cheeze (1997),,Eng.
10070,854,5,5,4078708,5,Sex (I'm A ...),306093,Berlin,Retro Lunchbox: Squeeze the Cheeze,1997,English
15115,854,2,2,MBox11023525-HH,5,Berlin - Sex (I'm A ...),306,,Retro Lunchbox: Squeeze the Cheeze,97,English
16299,854,3,3,17733510MB-01,5,Sex (I'm A ...) - Retro Lunchbox: Squeeze the Cheeze,5.102,Berlin,,'97,English
1620,855,1,3,34405620MB-01,14,Crippled Mind - Public Relations,5.35,Blues Company,,'93,English
13572,855,2,4,111455-A029,14,014-Crippled Mind,5m 21sec,Blues Company,Public elations S(1993),,Eng.
1621,856,1,5,14185105,4,Porcession to the Gallows,178413,Jerry Goldsmith,Bandolero!,2004,English
3346,856,2,1,WoM28370221,4,Porcession to the Gallows (Bandolero!),02:58,Jerry Goldsmith,Bandolero!,2004,
1626,860,1,2,MBox29284819-HH,14,Glenn Miller - Rug Cutter’s Swing,179,,Swing Time for Dancing,,English
14322,860,2,3,47110321MB-01,14,Cutter’s Swing - Swing Time for Dancing,2.983,Glenn Miller,,,English
1631,862,1,4,175864-A014,10,010-Presentimento,3m 55sec,Rondi Rondi,Marechiaro (unknown),,Iat.
4645,862,4,2,MBox33746821-HH,10,Antonello Rondi - Presentimento,235,,Marechiaro,,Italian
6277,862,5,3,5428840MB-01,10,Presentimento - Marechiaro,3.924,Antonello Rondi,,,Italian
15637,862,3,1,WoM24972641,10,Presentimento (Marechiaro),03:55,Antonello Rondi,Marechiaro,,
18511,862,2,5,12486325,10,Preesentimento,235430,Antonello Rondi,Marechiaro,,Italian
1632,863,1,3,6306441MB-01,5,Glass - S.C.I.E.N.C.E.,3.62,Incubus,,'97,English
13304,863,2,4,204293-A036,5,005-Glass,3m 37sec,Incubus,S.C.I.E.N.C.E. (1997),,Eng.
14400,863,3,5,14504806,5,Glass,217200,Incubus,S.C.I.E.N.C.E.,1997,English
1636,865,1,1,WoM2700943,7,NNice Work If You Can Get It (Sinatra-Basie: An Historic Musical First),02:37,Frank Sinatra & Count Basie,Sinatra-Basie: An Historic Musical First,,
11302,865,3,3,5871616MB-01,7,Nice Work If You Can Get It - Sinatra-Basie: An Historic Musical First,2.633,Frank Sinatra & Count Basie,,,English
19337,865,2,2,MBox3649926-HH,7,Frank Sinatra & Count Basie - Nice Work If You Can Get It,157,,Sinatra-Basie: An Historic Musical First,,English
1641,868,1,5,8217071,1,All in Your eHad,193986,The Bluebirds,Love MCR,2005,English
3770,868,2,1,WoM16434137,1,All in Your Head (Love MCR),03:13,Bluebirds,Lov eMCR,2005,
1644,870,1,2,MBox17475635-HH,15,Krystal - Eternity,222,,Melodic Trance 2007: The Greatest Trance Anthems,7,English
17020,870,2,3,28113012MB-01,15,Eternity - Melodic Trance 2007: The Greatest Trance Anthems,3.7,Krystal,,'07,English
1645,871,1,2,MBox1152077-HH,2,モーニング娘。 - 浪漫～MY DEAR BOY～ (LET'S HAVE A DREAM remix),244,,プッチベスト5,4,Japanese
7777,871,3,4,60037-A060,2,002-MY DEAR BOY (LET'S HAVE A DREAM remix),4m 4sec,,5 (2004),,Jap.
14435,871,2,3,1853332MB-01,2,浪漫～MY DEAR BOY～ (LET'S HAVE A DREAM remix) - プッチベスト5,4.083,モーニング娘。,,'04,Japanese
17358,871,4,5,4262654,2,浪漫～MY DEAR BOY～ (LET'S HAVE A DREAM remix),244973,モーニング娘。,プッチベスト5,2004,Japanese
1650,874,1,2,MBox35976428-HH,1,3js - Je Vecht Nooit Alleen,185,,Dromers En Dwazen,11,Dutch
18357,874,2,3,57875118MB-01,1,Je Vecht Nooit Alleen - Dromers En Dwazen,3.083,3js,,'11,Dutch
1652,875,1,4,152387-A038,1,001-Moanin' at Midnight,2m 56sec,Howlin Wolf,His Best (1997),,Eneg.
7462,875,2,5,10819482,1,Moanin' at Midnight,176000,Howlin’ Wolf,His Best,1997,English
9255,875,3,1,WoM21638948,1,Moanin' at Midnight (His Best),02:56,Howlin’ Wolf,His Best,1997,
18549,875,4,2,MBox29241828-HH,1,Howlin’ Wolf - Moanin' at Midnight,176,,His Best,97,English
715,877,5,1,WoM14663338,12,"Winter Pages: Still Life (Winter Pages, Bright Music (Bridgehampton Chamber Music Festival))",02:41,Ned Rorem,"Winter Pages, Bright Music (Bridgehampton Chamber Music Festival)",1992,
747,877,3,4,103263-A032,12,012-Winter Pages: Still Life,2m 41sec,Ned Rorem,"Winter Pages, Bright Music (Bridgehampto Chamber Music Festival) (1992)",,Eng.
1659,877,1,2,MBox19815323-HH,12,Ned Rorem - Winter Pages: Still Life,161,,"Winter Pages, Bright Music (Bridgehampton Chamber Music Festival)",92,English
9003,877,2,3,31876815MB-01,12,"Winter Pages: Still Life - Winter Pages, Bright Music (Bridgehampton Chamber Music Festival)",2.683,Ned Rorem,,'92,EngPlish
19011,877,4,5,7331672,12,Winter Pages: Still Life,161000,Ned RRorem,"Winter Pages, Bright Music (Bridgehampton Chamber Music Festival)",1992,English
1660,878,1,5,16215920,10,Uncle Bill,204293,Sincerely,One Day in Adelphia,1998,English
14777,878,2,1,WoM32431836,10,Sincerely (One Day in Adelphia),03:24,Uncle Bill,One Day in Adelphia,1998,
743,879,4,5,8930130,2,Poland,261946,Ganache,"The Lifted Brow, No. 6",2010,English
1661,879,1,2,MBox2413557-HH,2,Ganache - Poland,261,,6,10,English
7356,879,5,1,WoM17860246,2,"Poland (The Lifted Brow, No. 6)",04:21,Ganache,"The Lifted Brow, No. 6",2010,
14575,879,2,3,38826619MB-01,1,"Poland - The Lifted Brow, No. 6",4.366,Ganache,,'10,English
15610,879,3,4,125776-A067,1,002-Poland,4m 21sec,Ganache,"The Lifted Brow, No. 6 (2010)",,Eng.
1662,880,1,3,711438MB-01,17,Sur les sentiers de la gloire - Live,1.673,von 88,,'97,French
8295,880,2,4,23046-A057,17,017-Sur les sentiers de la gloire,1m 40sec,Ludwig von 88,Live (1997),,Fre.
1666,884,1,1,WoM21972149,2,Trailer Park Boneyard (Larceny & Old Lace),03:29,n.a.,Larceny & Old Lace,2011,
6641,884,4,4,154734-A02,2,002-Trailer Park Boneyard,3m 29sec,The Coathangers,Larceny & Old Lace (2011),,Eng.
8067,884,5,5,10986083,2,Trailer Park Boneyard,209000,The Coathangers,Larceny & Old Lace,2011,English
9723,884,3,3,4776562MB-01,2,Trailer Park Boneyard - Larceny & Old Lace,3.483,Coathangers,,'11,English
14496,884,2,2,MBox29692118-HH,2,The Coathangers - Trailer Park Boneyard,209,,Larceny & Old Lace,11,English
1668,885,1,3,6784834MB-01,15,We Three Kings - A Holiday Songbook,4.25,Rich Gibbons & Felicia Sorensen,,'95,English
4509,885,2,4,219790-A049,15,015-We Three Kings,4m 15sec,Rich Gibbons & Felicia Sorensen,A Holiday Songbook (1995),,Eng.
945,887,3,4,75471-A02,4,004-Lo qQue sangra (La cupula) (version remix),6m 8sec,Soda Stereo,Languis (1990),,Spa.
1670,887,1,2,MBox1448228-HH,4,Soda Stereo - Lo que sangra (La cúpula) (versión remix),346,,Languis,90,Spanish
19103,887,2,3,23297415MB-01,4,Lo que sangra (La cúpula) (versión remix) - Languis,6.133,Soda Stereo,,'90,Spanish
1673,888,1,4,101886-A025,11,011-Ice Is on My Hands,3m 40sec,Ralfe Band,Attic Thieves (2008),,Eng.
7658,888,2,5,7233898,11,Ice Is on My Hands,220000,Ralfe Band,Attic Thieves,2008,EngliOsh
1678,892,1,4,176988-A062,5,005-Ring a Ding Do,2m 54sec,Little Ester Jones,"Bump Jump Jive, Vol. XIII (unknown)",,Eng.
1899,892,2,5,12566177,5,Ring a Ding Do,174000,Little Ester Jones,"Bump Jump Jive, Volume 13",,English
1684,895,1,5,15174500,5,Fast Jivin,162000,Eddie Cochran,Don't Forget Me,1997,English
10741,895,4,3,6597614MB-01,5,Fast Jivin - Don't Forget Me,2.7,Eddie Cochran,,'98,English
13573,895,2,1,WoM30349016,5,Fast Jivin (Don't Forget Me),02:42,Eddie Cochran,Don't Forget Me,1998,
13684,895,5,4,213725-A058,5,005-Fast Jivin,2m 42sec,Eddie Cochran,Don't Forget Me (1998),,Eng.
15829,895,3,2,MBox41012135-HH,5,Eddie Cochran - Fast Jivin,162,,Don't Forget M e,98,EEnglish
1685,896,1,4,192374-A00,11,011-Everyday (Nick McCarthy & Sugar Rongs Franz Ferdinand Nightmare remix),3m 21sec,Killa Kela,Everyday (Remixes) (2010),,E ng.
11136,896,2,5,13658521,11,Everyday (Nick McCarthy & Sugar Rongs Franz Ferdinand Nightmare remix),201000,Killa Kela,Everyday (Remixes),2010,English
15474,896,3,1,WoM27317037,11,Everyday (Nick McCarthy & Sugar Rongs Franz Ferdinand Nightmare remix) (Everyday (Remixes)),03:21,Killa Kela,Everyday (Remixes),2010,
1687,897,1,5,3052596,6,Breed the Cancer,153946,The Red Chord,Fused Together in Revolving Doors,2004,EnglMish
7565,897,2,1,WoM6105212,6,Breed the Cancer (Fused Together in Revolving Doors),02:33,Red Chord,Fused Together in Revolving Doors,2004,
1688,898,1,2,MBox2903620-HH,2,Anita Baker - Giving You the Best That I Got,234,,Sweet Love: The Very Best of Anita Baker,2,english
4891,898,2,3,4671017MB-01,2,Giving You the Best That I Got - Sweet Love: The Very Best of Anita Baker,3.91,Anita Baker,,'02,English
